Institution ID,Institution Name,Total Student Count,LRE Students >80%,LRE Students >80% Target,LRE Students <40%,LRE Students <40% Target,LRE Students Separate Settings,LRE Students Separate Settings Target,Elementary School Participation ELA,Elementary School Participation ELA Target,Middle School Participation ELA,Middle School Participation ELA Target,High School Participation ELA,High School Participation ELA Target,Elementary School Meet/Exceed ELA,Elementary School Meet/Exceed ELA Target,Middle School Meet/Exceed ELA,Middle School Meet/Exceed ELA Target,High School Meet/Exceed ELA,High School Meet/Exceed ELA Target,Elementary School Participation Math,Elementary School Participation Math Target,Middle School Participation Math,Middle School Participation Math Target,High School Participation Math,High School Participation Math Target,Elementary School Meet/Exceed Math,Elementary School Meet/Exceed Math Target,Middle School Meet/Exceed Math,Middle School Meet/Exceed Math Target,High School Meet/Exceed Math,High School Meet/Exceed Math Target,Special Education Eligibility,Special Education Eligibility Target,Parent Involvement,Parent Involvement Target,Secondary Transition,Secondary Transition Target,SuspExplFg,SuspExplRaceEthnicityFg,DisPrptnRprsntnFg,DisPrptnRprsntnDsbltyFg,IEP 4Yr Cohort Grad 17-18,IEP 4Yr Cohort Grad 17-18 Target,IEP 5Yr Cohort Grad 17-18,IEP 5Yr Cohort Grad 17-18 Target,IEP Dropout 17-18,IEP Dropout 17-18 Target,Higher Ed,Higher Ed Target,Higher Ed/Employed,Higher Ed/Employed Target,Higher Ed/Training/Employed,Higher Ed/Training/Employed Target
1999,Riddle SD 70,57,45.61%,73.00% or more,10.53%,10.60% or less,1.75%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,6.67%,35.00%,<5%,35.00%,33.33%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,13.33%,32.00%,<5%,32.00%,<5%,32.00%,75.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,71.43%,86.0% or more,4.35%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2188,Riverdale SD 51J,53,100.00%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,91.67%,95.00%,>95%,95.00%,*,95.00%,59.09%,35.00%,54.55%,35.00%,*,35.00%,91.67%,95.00%,>95%,95.00%,*,95.00%,59.09%,32.00%,45.45%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,100,84.0% or more,100.00%,86.0% or more,7.69%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2044,Rogue River SD 35,167,82.63%,73.00% or more,6.59%,10.60% or less,0.00%,1.80% or less,92.86%,95.00%,93.02%,95.00%,88.24%,95.00%,15.38%,35.00%,7.50%,35.00%,26.67%,35.00%,92.86%,95.00%,90.70%,95.00%,88.24%,95.00%,23.08%,32.00%,7.69%,32.00%,<5%,32.00%,95.35%,100.00%,78.57%,81.23%,*,100.00%,No ,No ,No ,No ,50,84.0% or more,47.06%,86.0% or more,4.55%,3.1% or less,25.00%,31.00%,62.50%,55.50%,100.00%,72.00%
2142,Salem-Keizer SD 24J,6584,72.89%,73.00% or more,13.06%,10.60% or less,0.77%,1.80% or less,>95%,95.00%,>95%,95.00%,90.84%,95.00%,21.91%,35.00%,17.98%,35.00%,28.46%,35.00%,>95%,95.00%,>95%,95.00%,89.88%,95.00%,18.21%,32.00%,8.98%,32.00%,11.53%,32.00%,94.25%,100.00%,75.12%,81.23%,44.44%,100.00%,No ,No ,No ,No ,57.98,84.0% or more,58.78%,86.0% or more,3.74%,3.1% or less,21.91%,31.00%,33.95%,55.50%,58.95%,72.00%
2104,Santiam Canyon SD 129J,732,88.39%,73.00% or more,6.97%,10.60% or less,0.00%,1.80% or less,69.53%,95.00%,63.41%,95.00%,65.06%,95.00%,15.73%,35.00%,17.71%,35.00%,35.19%,35.00%,67.97%,95.00%,63.77%,95.00%,63.86%,95.00%,18.39%,32.00%,11.93%,32.00%,9.43%,32.00%,98.04%,100.00%,92.59%,81.23%,*,100.00%,No ,No ,No ,No ,41.67,84.0% or more,58.70%,86.0% or more,14.36%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1944,Scappoose SD 1J,303,68.32%,73.00% or more,5.61%,10.60% or less,2.31%,1.80% or less,85.06%,95.00%,93.07%,95.00%,>95%,95.00%,20.27%,35.00%,20.21%,35.00%,18.75%,35.00%,86.21%,95.00%,93.07%,95.00%,>95%,95.00%,14.67%,32.00%,13.83%,32.00%,12.50%,32.00%,100.00%,100.00%,61.54%,81.23%,*,100.00%,No ,No ,No ,No ,77.78,84.0% or more,91.67%,86.0% or more,3.57%,3.1% or less,15.38%,31.00%,69.23%,55.50%,76.92%,72.00%
2103,Scio SD 95,83,89.16%,73.00% or more,7.23%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,94.74%,95.00%,92.31%,95.00%,23.08%,35.00%,11.11%,35.00%,25.00%,35.00%,>95%,95.00%,94.74%,95.00%,84.62%,95.00%,11.54%,32.00%,5.56%,32.00%,18.18%,32.00%,100.00%,100.00%,85.71%,81.23%,*,100.00%,No ,No ,No ,No ,58.33,84.0% or more,72.22%,86.0% or more,6.82%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1935,Seaside SD 10,232,70.26%,73.00% or more,9.91%,10.60% or less,0.43%,1.80% or less,>95%,95.00%,95.00%,95.00%,93.75%,95.00%,19.35%,35.00%,19.30%,35.00%,26.67%,35.00%,>95%,95.00%,91.67%,95.00%,87.50%,95.00%,17.74%,32.00%,16.36%,32.00%,14.29%,32.00%,100.00%,100.00%,66.67%,81.23%,*,100.00%,No ,No ,No ,No ,72,84.0% or more,76.00%,86.0% or more,9.52%,3.1% or less,25.00%,31.00%,62.50%,55.50%,87.50%,72.00%
2257,Sheridan SD 48J,139,79.86%,73.00% or more,11.51%,10.60% or less,3.60%,1.80% or less,89.66%,95.00%,82.98%,95.00%,92.31%,95.00%,15.38%,35.00%,10.26%,35.00%,25.00%,35.00%,89.66%,95.00%,82.98%,95.00%,>95%,95.00%,15.38%,32.00%,10.26%,32.00%,<5%,32.00%,91.67%,100.00%,86.67%,81.23%,*,100.00%,No ,No ,No ,No ,27.27,84.0% or more,60.00%,86.0% or more,12.82%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2195,Sherman County SD,41,75.61%,73.00% or more,14.63%,10.60% or less,2.44%,1.80% or less,92.86%,95.00%,>95%,95.00%,*,95.00%,15.38%,35.00%,30.00%,35.00%,*,35.00%,85.71%,95.00%,>95%,95.00%,*,95.00%,16.67%,32.00%,20.00%,32.00%,*,32.00%,*,100.00%,60.00%,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,11.11%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2244,Sherwood SD 88J,569,84.18%,73.00% or more,6.33%,10.60% or less,1.93%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,43.41%,35.00%,40.85%,35.00%,48.48%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,34.25%,32.00%,25.47%,32.00%,6.06%,32.00%,100.00%,100.00%,82.42%,81.23%,*,100.00%,No ,No ,No ,No ,79.55,84.0% or more,73.68%,86.0% or more,1.05%,3.1% or less,32.00%,31.00%,56.00%,55.50%,92.00%,72.00%
2138,Silver Falls SD 4J,485,78.76%,73.00% or more,11.96%,10.60% or less,0.00%,1.80% or less,91.10%,95.00%,85.03%,95.00%,93.94%,95.00%,28.57%,35.00%,25.60%,35.00%,29.03%,35.00%,89.04%,95.00%,84.35%,95.00%,>95%,95.00%,19.23%,32.00%,22.58%,32.00%,6.25%,32.00%,100.00%,100.00%,92.86%,81.23%,*,100.00%,No ,No ,No ,No ,82.05,84.0% or more,82.93%,86.0% or more,2.26%,3.1% or less,34.48%,31.00%,65.52%,55.50%,86.21%,72.00%
1978,Sisters SD 6,103,85.44%,73.00% or more,3.88%,10.60% or less,2.91%,1.80% or less,>95%,95.00%,95.00%,95.00%,>95%,95.00%,24.00%,35.00%,21.05%,35.00%,16.67%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,16.00%,32.00%,15.00%,32.00%,<5%,32.00%,95.65%,100.00%,92.31%,81.23%,66.67%,100.00%,No ,No ,No ,No ,64.29,84.0% or more,81.82%,86.0% or more,3.77%,3.1% or less,30.00%,31.00%,80.00%,55.50%,90.00%,72.00%
2096,Siuslaw SD 97J,182,75.82%,73.00% or more,12.64%,10.60% or less,0.55%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,16.42%,35.00%,18.92%,35.00%,20.00%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,<5%,32.00%,16.22%,32.00%,10.00%,32.00%,100.00%,100.00%,84.21%,81.23%,*,100.00%,No ,No ,No ,No ,62.5,84.0% or more,63.64%,86.0% or more,11.11%,3.1% or less,13.33%,31.00%,33.33%,55.50%,66.67%,72.00%
2022,South Harney SD 33,*,*,73.00% or more,*,10.60% or less,*,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2087,South Lane SD 45J3,465,63.66%,73.00% or more,10.32%,10.60% or less,1.72%,1.80% or less,77.31%,95.00%,83.82%,95.00%,90.00%,95.00%,17.39%,35.00%,12.28%,35.00%,27.78%,35.00%,74.79%,95.00%,83.09%,95.00%,92.50%,95.00%,15.73%,32.00%,6.19%,32.00%,5.41%,32.00%,100.00%,100.00%,82.98%,81.23%,*,100.00%,No ,No ,No ,No ,50,84.0% or more,61.90%,86.0% or more,4.57%,3.1% or less,0.00%,31.00%,25.00%,55.50%,75.00%,72.00%
1994,South Umpqua SD 19,257,61.48%,73.00% or more,11.67%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,93.55%,95.00%,66.67%,95.00%,17.65%,35.00%,19.54%,35.00%,<5%,35.00%,>95%,95.00%,93.55%,95.00%,83.33%,95.00%,7.06%,32.00%,9.20%,32.00%,<5%,32.00%,94.74%,100.00%,81.82%,81.23%,*,100.00%,No ,No ,No ,No ,72.73,84.0% or more,53.33%,86.0% or more,8.00%,3.1% or less,16.67%,31.00%,50.00%,55.50%,100.00%,72.00%
2225,South Wasco County SD 1,34,82.35%,73.00% or more,2.94%,10.60% or less,0.00%,1.80% or less,80.00%,95.00%,>95%,95.00%,*,95.00%,25.00%,35.00%,16.67%,35.00%,*,35.00%,80.00%,95.00%,>95%,95.00%,*,95.00%,<5%,32.00%,<5%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,50.00%,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2247,Spray SD 1,*,*,73.00% or more,*,10.60% or less,*,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2083,Springfield SD 19,1570,67.01%,73.00% or more,11.59%,10.60% or less,2.10%,1.80% or less,73.73%,95.00%,81.53%,95.00%,82.88%,95.00%,18.02%,35.00%,9.09%,35.00%,18.48%,35.00%,71.37%,95.00%,79.46%,95.00%,81.08%,95.00%,14.51%,32.00%,<5%,32.00%,<5%,32.00%,99.57%,100.00%,82.91%,81.23%,*,100.00%,No ,No ,No ,No ,55.2,84.0% or more,52.63%,86.0% or more,5.53%,3.1% or less,15.22%,31.00%,45.65%,55.50%,76.09%,72.00%
1948,St Helens SD 502,438,74.66%,73.00% or more,12.56%,10.60% or less,0.68%,1.80% or less,93.60%,95.00%,>95%,95.00%,>95%,95.00%,18.80%,35.00%,14.14%,35.00%,34.29%,35.00%,93.60%,95.00%,>95%,95.00%,86.11%,95.00%,14.53%,32.00%,8.08%,32.00%,19.35%,32.00%,98.68%,100.00%,80.00%,81.23%,*,100.00%,Yes,No ,No ,No ,66.67,84.0% or more,82.86%,86.0% or more,5.68%,3.1% or less,13.51%,31.00%,51.35%,55.50%,78.38%,72.00%
2144,St Paul SD 45,26,73.08%,73.00% or more,7.69%,10.60% or less,0.00%,1.80% or less,83.33%,95.00%,83.33%,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,83.33%,95.00%,83.33%,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2209,Stanfield SD 61,58,72.41%,73.00% or more,1.72%,10.60% or less,0.00%,1.80% or less,94.74%,95.00%,>95%,95.00%,*,95.00%,16.67%,35.00%,8.33%,35.00%,*,35.00%,94.74%,95.00%,>95%,95.00%,*,95.00%,16.67%,32.00%,16.67%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2018,Suntex SD 10,*,*,73.00% or more,*,10.60% or less,*,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2003,Sutherlin SD 130,166,74.10%,73.00% or more,2.41%,10.60% or less,1.20%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,6.67%,35.00%,8.11%,35.00%,<5%,35.00%,93.62%,95.00%,>95%,95.00%,>95%,95.00%,6.82%,32.00%,<5%,32.00%,<5%,32.00%,100.00%,100.00%,88.89%,81.23%,*,100.00%,No ,No ,No ,No ,68.75,84.0% or more,77.78%,86.0% or more,1.79%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2102,Sweet Home SD 55,449,77.51%,73.00% or more,10.47%,10.60% or less,0.22%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,25.95%,35.00%,10.71%,35.00%,27.59%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,19.23%,32.00%,11.01%,32.00%,10.34%,32.00%,100.00%,100.00%,88.46%,81.23%,*,100.00%,No ,No ,No ,No ,53.57,84.0% or more,51.52%,86.0% or more,6.57%,3.1% or less,26.67%,31.00%,40.00%,55.50%,60.00%,72.00%
2055,Three Rivers/Josephine County SD,536,77.05%,73.00% or more,10.63%,10.60% or less,0.19%,1.80% or less,84.77%,95.00%,79.49%,95.00%,93.75%,95.00%,13.28%,35.00%,5.65%,35.00%,10.00%,35.00%,84.77%,95.00%,78.21%,95.00%,93.75%,95.00%,12.50%,32.00%,<5%,32.00%,<5%,32.00%,97.73%,100.00%,75.00%,81.23%,*,100.00%,No ,No ,No ,No ,59.26,84.0% or more,58.97%,86.0% or more,3.92%,3.1% or less,3.85%,31.00%,23.08%,55.50%,50.00%,72.00%
2242,Tigard-Tualatin SD 23J,1278,70.34%,73.00% or more,6.34%,10.60% or less,1.33%,1.80% or less,93.60%,95.00%,91.94%,95.00%,85.71%,95.00%,28.43%,35.00%,18.89%,35.00%,28.21%,35.00%,92.99%,95.00%,92.51%,95.00%,83.52%,95.00%,28.20%,32.00%,13.27%,32.00%,6.58%,32.00%,100.00%,100.00%,74.44%,81.23%,100.00%,100.00%,No ,No ,No ,No ,73.55,84.0% or more,75.73%,86.0% or more,3.34%,3.1% or less,26.92%,31.00%,46.15%,55.50%,84.62%,72.00%
2197,Tillamook SD 9,278,73.02%,73.00% or more,10.43%,10.60% or less,0.00%,1.80% or less,94.25%,95.00%,94.12%,95.00%,>95%,95.00%,21.95%,35.00%,22.92%,35.00%,5.26%,35.00%,94.19%,95.00%,94.12%,95.00%,>95%,95.00%,22.22%,32.00%,12.50%,32.00%,<5%,32.00%,100.00%,100.00%,66.67%,81.23%,*,100.00%,No ,No ,No ,No ,70.97,84.0% or more,73.08%,86.0% or more,4.21%,3.1% or less,15.00%,31.00%,50.00%,55.50%,70.00%,72.00%
2222,Troy SD 54,*,*,73.00% or more,*,10.60% or less,*,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2210,Ukiah SD 80R,*,*,73.00% or more,*,10.60% or less,*,1.80% or less,*,95.00%,*,95.00%,*,95.00%,*,35.00%,*,35.00%,*,35.00%,*,95.00%,*,95.00%,*,95.00%,*,32.00%,*,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,*,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2204,Umatilla SD 6R,127,80.31%,73.00% or more,13.39%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,5.13%,35.00%,11.43%,35.00%,18.75%,35.00%,>95%,95.00%,>95%,95.00%,93.75%,95.00%,7.89%,32.00%,14.29%,32.00%,6.67%,32.00%,88.89%,100.00%,66.67%,81.23%,*,100.00%,No ,No ,No ,No ,71.43,84.0% or more,63.64%,86.0% or more,2.08%,3.1% or less,18.75%,31.00%,56.25%,55.50%,87.50%,72.00%
2213,Union SD 5,36,80.56%,73.00% or more,8.33%,10.60% or less,0.00%,1.80% or less,83.33%,95.00%,77.78%,95.00%,*,95.00%,20.00%,35.00%,<5%,35.00%,*,35.00%,83.33%,95.00%,77.78%,95.00%,*,95.00%,30.00%,32.00%,<5%,32.00%,*,32.00%,100.00%,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2116,Vale SD 84,102,85.29%,73.00% or more,1.96%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,80.00%,95.00%,15.15%,35.00%,10.00%,35.00%,<5%,35.00%,>95%,95.00%,>95%,95.00%,80.00%,95.00%,15.15%,32.00%,<5%,32.00%,<5%,32.00%,80.00%,100.00%,90.48%,81.23%,*,100.00%,No ,No ,No ,No ,90,84.0% or more,75.00%,86.0% or more,0.00%,3.1% or less,14.29%,31.00%,28.57%,55.50%,57.14%,72.00%
1947,Vernonia SD 47J,98,77.55%,73.00% or more,10.20%,10.60% or less,1.02%,1.80% or less,>95%,95.00%,>95%,95.00%,90.00%,95.00%,8.33%,35.00%,13.89%,35.00%,33.33%,35.00%,>95%,95.00%,>95%,95.00%,80.00%,95.00%,<5%,32.00%,8.33%,32.00%,<5%,32.00%,91.67%,100.00%,77.78%,81.23%,*,100.00%,No ,No ,No ,No ,60,84.0% or more,60.00%,86.0% or more,5.56%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2220,Wallowa SD 12,26,96.15%,73.00% or more,0.00%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,*,95.00%,36.36%,35.00%,<5%,35.00%,*,35.00%,>95%,95.00%,>95%,95.00%,*,95.00%,27.27%,32.00%,14.29%,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,*,84.0% or more,*,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1936,Warrenton-Hammond SD 30,129,78.29%,73.00% or more,16.28%,10.60% or less,0.00%,1.80% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,15.63%,35.00%,23.08%,35.00%,14.29%,35.00%,>95%,95.00%,>95%,95.00%,>95%,95.00%,12.50%,32.00%,7.69%,32.00%,<5%,32.00%,100.00%,100.00%,86.67%,81.23%,*,100.00%,No ,No ,No ,No ,87.5,84.0% or more,81.25%,86.0% or more,4.26%,3.1% or less,14.29%,31.00%,14.29%,55.50%,85.71%,72.00%
1922,West Linn-Wilsonville SD 3J,1072,89.09%,73.00% or more,1.77%,10.60% or less,0.65%,1.80% or less,92.17%,95.00%,94.70%,95.00%,>95%,95.00%,37.85%,35.00%,27.63%,35.00%,40.98%,35.00%,92.75%,95.00%,93.77%,95.00%,>95%,95.00%,32.19%,32.00%,19.27%,32.00%,19.35%,32.00%,100.00%,100.00%,77.63%,81.23%,*,100.00%,No ,No ,No ,No ,81.48,84.0% or more,82.19%,86.0% or more,1.72%,3.1% or less,46.67%,31.00%,66.67%,55.50%,91.67%,72.00%
2255,Willamina SD 30J,146,82.88%,73.00% or more,2.05%,10.60% or less,0.00%,1.80% or less,85.71%,95.00%,81.58%,95.00%,>95%,95.00%,14.29%,35.00%,16.13%,35.00%,22.22%,35.00%,87.76%,95.00%,76.32%,95.00%,88.89%,95.00%,16.28%,32.00%,6.90%,32.00%,<5%,32.00%,100.00%,100.00%,91.67%,81.23%,*,100.00%,No ,No ,No ,No ,75,84.0% or more,83.33%,86.0% or more,1.64%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2002,Winston-Dillard SD 116,173,63.01%,73.00% or more,15.03%,10.60% or less,2.31%,1.80% or less,89.58%,95.00%,94.00%,95.00%,92.86%,95.00%,16.28%,35.00%,19.15%,35.00%,15.38%,35.00%,89.58%,95.00%,94.00%,95.00%,92.86%,95.00%,9.30%,32.00%,10.64%,32.00%,<5%,32.00%,96.15%,100.00%,84.62%,81.23%,*,100.00%,No ,No ,No ,No ,40,84.0% or more,56.25%,86.0% or more,9.52%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
2146,Woodburn SD 103,821,82.34%,73.00% or more,10.11%,10.60% or less,1.71%,1.80% or less,94.93%,95.00%,>95%,95.00%,94.34%,95.00%,7.32%,35.00%,<5%,35.00%,18.00%,35.00%,93.09%,95.00%,>95%,95.00%,94.34%,95.00%,6.44%,32.00%,<5%,32.00%,6.00%,32.00%,100.00%,100.00%,91.30%,81.23%,*,100.00%,Yes,No ,No ,No ,76,84.0% or more,79.59%,86.0% or more,1.67%,3.1% or less,14.58%,31.00%,47.92%,55.50%,75.00%,72.00%
2251,Yamhill Carlton SD 1,119,75.63%,73.00% or more,11.76%,10.60% or less,0.84%,1.80% or less,89.66%,95.00%,88.37%,95.00%,>95%,95.00%,26.92%,35.00%,21.05%,35.00%,20.00%,35.00%,89.66%,95.00%,88.37%,95.00%,90.00%,95.00%,23.08%,32.00%,10.53%,32.00%,<5%,32.00%,100.00%,100.00%,92.86%,81.23%,*,100.00%,No ,No ,No ,No ,84.62,84.0% or more,63.64%,86.0% or more,0.00%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
1997,Yoncalla SD 32,28,75.00%,73.00% or more,14.29%,10.60% or less,0.00%,1.80% or less,*,95.00%,>95%,95.00%,*,95.00%,*,35.00%,25.00%,35.00%,*,35.00%,*,95.00%,87.50%,95.00%,*,95.00%,*,32.00%,42.86%,32.00%,*,32.00%,*,100.00%,*,81.23%,*,100.00%,No ,No ,No ,No ,33.33,84.0% or more,*,86.0% or more,16.67%,3.1% or less,*,31.00%,*,55.50%,*,72.00%
